source,title,price,location,size,listing_type,link
OpenSooq,270 m2 4 Bedrooms Townhouse for Sale in Al Batinah Saham,"45,000 OMR",", Saham, 929979XX",270 m²,Property for Sale,https://om.opensooq.com/en/search/266698273
OpenSooq,235 m2 4 Bedrooms Townhouse for Sale in Al Sharqiya Al Kamil and Al Waafi,"43,000 OMR",", Al Kamil and Al Waafi, 924433XX",235 m²,Property for Sale,https://om.opensooq.com/en/search/266747009
OpenSooq,كرفان ،عربة طعام (شوي المشاكيك) رقم التواصل في الوصف,"1,650 OMR",", Seeb, 953515XX",3 m²,Property for Sale,https://om.opensooq.com/en/search/266698105
OpenSooq,130 m2 2 Bedrooms Townhouse for Sale in Al Wustaa Mahut,"16,500 OMR",", Mahut, 978805XX",130 m²,Property for Sale,https://om.opensooq.com/en/search/266746509
OpenSooq,Building for Sale in Buraimi Al Buraimi,"61,000 OMR",", Al Buraimi, 909973XX",650 m²,Property for Sale,https://om.opensooq.com/en/search/264332637
OpenSooq,58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"24,400 OMR",", Al Khoud, 913109XX",58 m²,Property for Sale,https://om.opensooq.com/en/search/266672441
OpenSooq,363 m2 5 Bedrooms Villa for Sale in Dhofar Salala,"54,000 OMR",", Salala, 954555XX",363 m²,Property for Sale,https://om.opensooq.com/en/search/266745007
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"8,000 OMR",", Sohar, 922429XX",,Property for Sale,https://om.opensooq.com/en/search/266695689
OpenSooq,5 Bedrooms Farms for Sale in Al Batinah Barka,"119,380 OMR",", Barka, 948989XX",450 m²,Property for Sale,https://om.opensooq.com/en/search/265679813
OpenSooq,420 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mawaleh,"125,000 OMR",", Al Mawaleh, 948989XX",420 m²,Property for Sale,https://om.opensooq.com/en/search/265679327
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"85,000 OMR",", Al Khoud, 948989XX",,Property for Sale,https://om.opensooq.com/en/search/265678805
OpenSooq,405 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"118,000 OMR",", Al Maabilah, 799899XX",405 m²,Property for Sale,https://om.opensooq.com/en/search/266743237
OpenSooq,140 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"38,000 OMR",", Al Maabilah, 799899XX",140 m²,Property for Sale,https://om.opensooq.com/en/search/266742857
OpenSooq,350 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"133,000 OMR",", Bosher, 710933XX",350 m²,Property for Sale,https://om.opensooq.com/en/search/266742801
OpenSooq,187 m2 3 Bedrooms Townhouse for Sale in Al Dakhiliya Sumail,"50,000 OMR",", Sumail, 926612XX",187 m²,Property for Sale,https://om.opensooq.com/en/search/266693827
OpenSooq,360 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"65,000 OMR",", Amerat, 989769XX",360 m²,Property for Sale,https://om.opensooq.com/en/search/266742555
OpenSooq,Coffee shop for immediate sale,"2,200 OMR",", Al Maabilah, 784178XX",33 m²,Property for Sale,https://om.opensooq.com/en/search/266742571
OpenSooq,313 m2 5 Bedrooms Villa for Sale in Muscat Halban,"69,000 OMR",", Halban, 994399XX",313 m²,Property for Sale,https://om.opensooq.com/en/search/265676695
OpenSooq,Residential Land for Sale in Muscat Manumah,"20,500 OMR",", Manumah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265676525
OpenSooq,Residential Land for Sale in Muscat Amerat,"6,200 OMR",", Amerat, 993603XX",,Property for Sale,https://om.opensooq.com/en/search/265676281
OpenSooq,Residential Land for Sale in Al Batinah Barka,"6,500 OMR",", Barka, 993603XX",,Property for Sale,https://om.opensooq.com/en/search/265676181
OpenSooq,Residential Land for Sale in Muscat Amerat,"17,500 OMR",", Amerat, 993603XX",,Property for Sale,https://om.opensooq.com/en/search/265676221
OpenSooq,Farm Land for Sale in Al Batinah Saham,"999,999 OMR",", Saham, 914334XX",,Property for Sale,https://om.opensooq.com/en/search/266740891
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"20,500 OMR",", Al Rumais, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265676013
OpenSooq,Residential Land for Sale in Muscat Amerat,"28,500 OMR",", Amerat, 962021XX",,Property for Sale,https://om.opensooq.com/en/search/264664929
OpenSooq,Residential Land for Sale in Muscat Quriyat,"15,000 OMR",", Quriyat, 994433XX",,Property for Sale,https://om.opensooq.com/en/search/264664347
OpenSooq,كرفان جاهز للبيع ف صلالة,"1,000 OMR",", Salala, 929207XX",6 m²,Property for Sale,https://om.opensooq.com/en/search/266739573
OpenSooq,Residential Land for Sale in Muscat Seeb,"30,900 OMR",", Seeb, 926568XX",,Property for Sale,https://om.opensooq.com/en/search/266733315
OpenSooq,Residential Land for Sale in Al Wustaa Al Jazur,"2,300 OMR",", Al Jazur, 997075XX",,Property for Sale,https://om.opensooq.com/en/search/266739365
OpenSooq,218 m2 4 Bedrooms Villa for Sale in Muscat Al-Hail,"80,000 OMR",", Al-Hail, 988669XX",218 m²,Property for Sale,https://om.opensooq.com/en/search/266738921
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"46,000 OMR",", Al Maabilah, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/263091807
OpenSooq,Commercial Land for Sale in Al Sharqiya Sinaw,"20,000 OMR",", Sinaw, 926955XX",,Property for Sale,https://om.opensooq.com/en/search/266735291
OpenSooq,71 m2 1 Bedroom Apartments for Sale in Dhofar Taqah,"32,000 OMR",", Taqah, 955588XX",71 m²,Property for Sale,https://om.opensooq.com/en/search/266735145
OpenSooq,Residential Land for Sale in Muscat Seeb,"60,000 OMR",", Seeb, 933185XX",,Property for Sale,https://om.opensooq.com/en/search/265667895
OpenSooq,200 m2 5 Bedrooms Townhouse for Sale in Al Dakhiliya Bidbid,"90,000 OMR",", Bidbid, 927737XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/266733791
OpenSooq,500 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al-Hail,"1,000 OMR",", Al-Hail, 990912XX",500 m²,Property for Sale,https://om.opensooq.com/en/search/266733633
OpenSooq,372 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"115,000 OMR",", Amerat, 769415XX",372 m²,Property for Sale,https://om.opensooq.com/en/search/266685511
OpenSooq,260 m2 3 Bedrooms Townhouse for Sale in Al Dakhiliya Sumail,"52,000 OMR",", Sumail, 991137XX",260 m²,Property for Sale,https://om.opensooq.com/en/search/266733547
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"20,500 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265667909
OpenSooq,Garage & Used Spare Parts shop for sale great location,"6,500 OMR",", Al Maabilah, 958842XX",64 m²,Property for Sale,https://om.opensooq.com/en/search/266733091
OpenSooq,446 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"180,000 OMR",", Bosher, 964192XX",446 m²,Property for Sale,https://om.opensooq.com/en/search/261624093
OpenSooq,71 m2 1 Bedroom Apartments for Sale in Dhofar Salala,"32,000 OMR",", Salala, 955588XX",71 m²,Property for Sale,https://om.opensooq.com/en/search/266732505
OpenSooq,368 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"115,000 OMR",", Al Khoud, 962502XX",368 m²,Property for Sale,https://om.opensooq.com/en/search/261624131
OpenSooq,217 m2 3 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,"37,000 OMR",", Al Masnaah, 920093XX",217 m²,Property for Sale,https://om.opensooq.com/en/search/266731883
OpenSooq,150 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,"80,000 OMR",", Salala, 993644XX",150 m²,Property for Sale,https://om.opensooq.com/en/search/266731943
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"50,000 OMR",", Sohar, 952007XX",,Property for Sale,https://om.opensooq.com/en/search/266683799
OpenSooq,4 Bedrooms Farms for Sale in Al Batinah Barka,"86,000 OMR",", Barka, 998839XX",340 m²,Property for Sale,https://om.opensooq.com/en/search/266416577
OpenSooq,405 m2 5 Bedrooms Townhouse for Sale in Dhofar Salala,"87,000 OMR",", Salala, 923453XX",405 m²,Property for Sale,https://om.opensooq.com/en/search/264657677
OpenSooq,Mixed Use Land for Sale in Al Batinah Sohar,"130,000 OMR",", Sohar, 973900XX",,Property for Sale,https://om.opensooq.com/en/search/264656757
OpenSooq,Residential Land for Sale in Muscat Al Mawaleh,"129,000 OMR",", Al Mawaleh, 952713XX",,Property for Sale,https://om.opensooq.com/en/search/266729949
OpenSooq,Residential Land for Sale in Dhofar Taqah,"16,500 OMR",", Taqah, 991911XX",,Property for Sale,https://om.opensooq.com/en/search/266709153
OpenSooq,408 m2 3 Bedrooms Townhouse for Sale in Muscat Bosher,"110,000 OMR",", Bosher, 929871XX",408 m²,Property for Sale,https://om.opensooq.com/en/search/266722839
OpenSooq,Mixed Use Land for Sale in Al Dakhiliya Nizwa,"85,000 OMR",", Nizwa, 941112XX",,Property for Sale,https://om.opensooq.com/en/search/266728251
OpenSooq,بيع صالون  للجادين فقط,"5,000 OMR",", Wadi Al Kabir, 902208XX",5 m²,Property for Sale,https://om.opensooq.com/en/search/266727843
OpenSooq,Commercial Land for Sale in Al Batinah Al 'Awabi,"20,000 OMR",", Al 'Awabi, 996000XX",,Property for Sale,https://om.opensooq.com/en/search/262684505
OpenSooq,90 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,"100,000 OMR",", Al Mouj, 962292XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/265661209
OpenSooq,287 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,"59,000 OMR",", Barka, 988122XX",287 m²,Property for Sale,https://om.opensooq.com/en/search/266708015
OpenSooq,Residential Land for Sale in Muscat Seeb,"55,000 OMR",", Seeb, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265658635
OpenSooq,Residential Land for Sale in Muscat Bosher,"50,000 OMR",", Bosher, 923755XX",,Property for Sale,https://om.opensooq.com/en/search/266724793
OpenSooq,161 m2 2 Bedrooms Villa for Sale in Al Batinah Barka,"39,000 OMR",", Barka, 727710XX",161 m²,Property for Sale,https://om.opensooq.com/en/search/266724045
OpenSooq,269 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"62,500 OMR",", Amerat, 995059XX",269 m²,Property for Sale,https://om.opensooq.com/en/search/266723755
OpenSooq,Mixed Use Land for Sale in Al Dhahirah Ibri,"25,000 OMR",", Ibri, 993450XX",,Property for Sale,https://om.opensooq.com/en/search/266723267
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 913577XX",,Property for Sale,https://om.opensooq.com/en/search/266501459
OpenSooq,Farm Land for Sale in Al Batinah Barka,"68,000 OMR",", Barka, 913577XX",,Property for Sale,https://om.opensooq.com/en/search/266723199
OpenSooq,Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,"8,500 OMR",", Ja'alan Bani Bu Ali, 921606XX",,Property for Sale,https://om.opensooq.com/en/search/266722981
OpenSooq,Residential Land for Sale in Al Batinah Liwa,"15,000 OMR",", Liwa, 962780XX",,Property for Sale,https://om.opensooq.com/en/search/266722391
OpenSooq,Luxurious 2-Bedroom Apartment in Al Mouj,"198,000 OMR",", Al Mouj, 799482XX",155 m²,Property for Sale,https://om.opensooq.com/en/search/266675199
OpenSooq,تم تخفيض السعر مكتبة جاهزة للبيع,"15,000 OMR",", Ibri, 770099XX",50 m²,Property for Sale,https://om.opensooq.com/en/search/266722261
OpenSooq,262 m2 3 Bedrooms Townhouse for Sale in Al Dhahirah Ibri,"35,000 OMR",", Ibri, 988385XX",262 m²,Property for Sale,https://om.opensooq.com/en/search/263697835
OpenSooq,74 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"35,500 OMR",", Bosher, 913131XX",74 m²,Property for Sale,https://om.opensooq.com/en/search/261612281
OpenSooq,456 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"165,000 OMR",", Al Maabilah, 924411XX",456 m²,Property for Sale,https://om.opensooq.com/en/search/265651585
OpenSooq,Residential Land for Sale in Al Batinah Rustaq,"34,000 OMR",", Rustaq, 936449XX",,Property for Sale,https://om.opensooq.com/en/search/266718961
OpenSooq,جراج للبيع في المعبيلة الصناعية شارع رقم 2,"9,000 OMR",", Al Maabilah, 784333XX",1000 m²,Property for Sale,https://om.opensooq.com/en/search/265650687
OpenSooq,86 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,"26,000 OMR",", Al Khoud, 990020XX",86 m²,Property for Sale,https://om.opensooq.com/en/search/265651145
OpenSooq,457 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"120,000 OMR",", Barka, 958816XX",457 m²,Property for Sale,https://om.opensooq.com/en/search/265650987
OpenSooq,Farm Land for Sale in Al Batinah Barka,"74,000 OMR",", Barka, 962502XX",,Property for Sale,https://om.opensooq.com/en/search/261611111
OpenSooq,Residential Land for Sale in Muscat Amerat,"15,000 OMR",", Amerat, 921239XX",,Property for Sale,https://om.opensooq.com/en/search/266719743
OpenSooq,Mixed Use Land for Sale in Muscat Amerat,"69,000 OMR",", Amerat, 926568XX",,Property for Sale,https://om.opensooq.com/en/search/266719581
OpenSooq,Commercial Land for Sale in Al Dakhiliya Sumail,"65,000 OMR",", Sumail, 921239XX",,Property for Sale,https://om.opensooq.com/en/search/266719563
OpenSooq,312 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"68,000 OMR",", Al Maabilah, 921239XX",312 m²,Property for Sale,https://om.opensooq.com/en/search/266719497
OpenSooq,Residential Land for Sale in Muscat Amerat,"14,000 OMR",", Amerat, 773353XX",,Property for Sale,https://om.opensooq.com/en/search/266719445
OpenSooq,All types of Warehouse available,"1,000 OMR",", Ghala, 966952XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/266719263
OpenSooq,Residential Land for Sale in Al Batinah Barka,"18,500 OMR",", Barka, 953130XX",,Property for Sale,https://om.opensooq.com/en/search/266671123
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"8,700 OMR",", Suwaiq, 923997XX",,Property for Sale,https://om.opensooq.com/en/search/265649339
OpenSooq,Residential Land for Sale in Buraimi Al Buraimi,"8,700 OMR",", Al Buraimi, 952222XX",,Property for Sale,https://om.opensooq.com/en/search/266719057
OpenSooq,340 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Manah,"50,000 OMR",", Manah, 902033XX",340 m²,Property for Sale,https://om.opensooq.com/en/search/265648739
OpenSooq,90 m2 2 Bedrooms Townhouse for Sale in Al Batinah Saham,"13,000 OMR",", Saham, 988699XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/266669747
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"22,000 OMR",", Al Maabilah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265647921
OpenSooq,Commercial Land for Sale in Muscat Halban,"80,000 OMR",", Halban, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265647651
OpenSooq,Industrial Land for Sale in Al Batinah Barka,"90,000 OMR",", Barka, 966633XX",,Property for Sale,https://om.opensooq.com/en/search/265647593
OpenSooq,Commercial Land for Sale in Muscat Bosher,"450,000 OMR",", Bosher, 959988XX",,Property for Sale,https://om.opensooq.com/en/search/266717579
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265647041
OpenSooq,372 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"112,000 OMR",", Al Khoud, 944433XX",372 m²,Property for Sale,https://om.opensooq.com/en/search/265646911
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"650,000 OMR",", Al Maabilah, 959988XX",,Property for Sale,https://om.opensooq.com/en/search/266717403
OpenSooq,372 m2 More than 6 bedrooms Villa for Sale in Muscat Al-Hail,"112,000 OMR",", Al-Hail, 944433XX",372 m²,Property for Sale,https://om.opensooq.com/en/search/265646745
OpenSooq,Farm Land for Sale in Muscat Seeb,"165,000 OMR",", Seeb, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265646687
OpenSooq,Residential Land for Sale in Al Batinah Barka,"75,000 OMR",", Barka, 710933XX",,Property for Sale,https://om.opensooq.com/en/search/265188201
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"28,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265646235
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"12,500 OMR",", Al Masnaah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265646241
OpenSooq,Residential Land for Sale in Muscat Manumah,"27,500 OMR",", Manumah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265646171
OpenSooq,Residential Land for Sale in Muscat Seeb,"19,500 OMR",", Seeb, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265645977
OpenSooq,350 m2 5 Bedrooms Villa for Sale in Muscat Seeb,"66,000 OMR",", Seeb, 959585XX",350 m²,Property for Sale,https://om.opensooq.com/en/search/266716763
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"30,500 OMR",", Al Khoud, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265645803
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"14,000 OMR",", Ibri, 940409XX",,Property for Sale,https://om.opensooq.com/en/search/266716671
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"12,800 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265645631
OpenSooq,Residential Land for Sale in Al Batinah Barka,"14,900 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265645363
OpenSooq,Residential Land for Sale in Muscat Madinat As Sultan Qaboos,"160,000 OMR",", Madinat As Sultan Qaboos, 917538XX",,Property for Sale,https://om.opensooq.com/en/search/266667459
OpenSooq,Residential Land for Sale in Muscat Amerat,"8,200 OMR",", Amerat, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/264683127
OpenSooq,One bed room see view off plan in gulf link al mouj,"149,000 OMR",", Al Mouj, 901133XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266715781
OpenSooq,ولأول مرة أقوى العروض الاستثمارية تملك محلك التجاري في أقوى سوق على اول خط رئيسي في ولاية بركاء,"15,392 OMR",", Al Khoud, 771110XX",38 m²,Property for Sale,https://om.opensooq.com/en/search/265644191
